filename,control_ref,standard_id,checklist_item_id,status,confidence,excerpt,inference_source,extracted_at
Records of Processing Activities.docx,A.7.2.6,ISO27701:2019,,present,medium,Subprocessors — Any third parties involved,extracted,2026-08-18 14:02:41.865523+00
Records of Processing Activities.docx,A.7.5.3,ISO27701:2019,,present,medium,"International Transfers — Details of transfers outside the EU/EEA, if applicable",extracted,2026-08-18 14:02:41.865523+00
Records of Processing Activities.docx,B.8.5.7,ISO27701:2019,,present,medium,Subprocessors — Any third parties involved,extracted,2026-08-18 14:02:41.865523+00
Data Quality Accuracy Procedure.docx,A.7.4.3,ISO27701:2019,item:A.7.4.3:proc_inaccuracy_response,present,high,Any identified errors must be: Logged and assessed within 2 business days Corrected within 5 business days,extracted,2026-08-18 14:02:42.458218+00
Data Quality Accuracy Procedure.docx,Art.16,ISO27701:2019,item:Art.16:correction_record,present,high,Correction efforts are tracked as part of the DSR Register (DOC041B),extracted,2026-08-18 14:02:42.458218+00
Data Quality Accuracy Procedure.docx,Art.28,ISO27701:2019,item:Art.28:rights,present,medium,Clarify in contracts who is responsible for data accuracy Follow client instructions for updates and corrections Avoid altering source data unless contractually permitted,extracted,2026-08-18 14:02:42.458218+00
Data Quality Accuracy Procedure.docx,A.7.3.9,ISO27701:2019,,present,medium,Any identified errors must be: Logged and assessed within 2 business days Corrected within 5 business days Correction efforts are tracked as part of the DSR Register (DOC041B),extracted,2026-08-18 14:02:42.458218+00
Data Quality Accuracy Procedure.docx,A.7.4.7,ISO27701:2019,,present,low,Include review cycles in data retention and DPIA evaluations,extracted,2026-08-18 14:02:42.458218+00
Data Quality Accuracy Procedure.docx,A.7.2.6,ISO27701:2019,,present,medium,Clarify in contracts who is responsible for data accuracy Follow client instructions for updates and corrections Avoid altering source data unless contractually permitted,extracted,2026-08-18 14:02:42.458218+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:scope_consent_activities,present,high,This procedure applies to all processing activities by Arion Networks where consent is used as the legal basis under GDPR Article 6(1)(a).,extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:proc_record_fields,present,high,"Consent ID	Unique reference
Data Subject Identifier	Email, user ID, or session ID (pseudonymized where possible)
Consent Purpose	e.g., newsletter, usage analytics, third-party marketing
Date/Time of C",extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,A.7.3.4,ISO27701:2019,item:A.7.3.4:proc_modification_paths,present,high,"Consent withdrawal may be exercised via the following channels:
- ""Unsubscribe"" link in newsletters (if offered)
- Cookie banner / preference centre (if non-essential cookies are reintroduced)
- Direc",extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,B.8.2.3,ISO27701:2019,item:B.8.2.3:proc_consent_evidence_requirement,present,high,Newsletter or marketing communications (if offered in the future): Require consent prior to sending (Art. 6(1)(a) GDPR).,extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,Art.6,ISO27701:2019,item:Art.6:activities_enumerated,present,high,"Essential cookies (e.g., Cloudflare, PHPSESSID): Processed on the basis of legitimate interest (Art. 6(1)(f) GDPR). No consent required.
Website contact form inquiries: Processed on the basis of legit",extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,Art.7,ISO27701:2019,item:Art.7:no_conditionality,present,high,Freely given: Not tied to unrelated services or terms,extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,Art.9,ISO27701:2019,item:Art.9:proc_explicit_consent,present,high,"Other voluntary activities (e.g., surveys, beta testing, recordings, special category data): Consent required (Art. 6(1)(a) or Art. 9(2)(a) GDPR for special categories).",extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,A.7.2.2,ISO27701:2019,item:A.7.2.2:rev_basis_currency,present,medium,Consent is not required in every case of personal data processing. The organization distinguishes between processing that relies on consent and processing that relies on other lawful bases.,extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,A.7.4.7,ISO27701:2019,,present,high,"Consent records are retained for a minimum of 5 years, or longer if required by applicable regulations, and are securely deleted once retention expires.",extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,A.7.2.8,ISO27701:2019,,present,high,Audit trail: All changes to consent fields are tracked via Odoo's chatter functionality to ensure accountability and traceability.,extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,A.7.3.7,ISO27701:2019,,present,medium,"Upon withdrawal: Data must no longer be used for that specific purpose
Retain the record of original consent and withdrawal timestamp for audit purposes
Update marketing lists, analytics tags, or thir",extracted,2026-08-18 14:02:57.948362+00
Consent Management Procedure.docx,A.7.2.1,ISO27701:2019,,present,high,Specific: Clearly identifies the purpose(s) of data processing,extracted,2026-08-18 14:02:57.948362+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.2.5,ISO27701:2019,item:A.7.2.5:proc_trigger_criteria,present,high,DPIA must be conducted when processing: High Risk to Rights and Freedoms: New processing presents significant privacy risks; Significant Changes: Major modifications to existing processing activities ,extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.2.8,ISO27701:2019,item:A.7.2.8:ropa_owner,present,medium,All DPIAs are documented in the centralized DPIA Log Sheet. Each entry must include the following information: DPIA Reference ID: Unique identifier for tracking and reference purposes. Project/Process,extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,6.1.2,ISO27701:2019,item:6.1.2:likelihood,present,medium,Evaluate risks to data subjects: Likelihood: Probability of risk occurring; Severity: Impact on data subject rights and freedoms; Overall Risk: Combined assessment (Low/Medium/High),extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,8.3,ISO27701:2019,item:8.3:proc_residual_revisit,present,medium,Residual Risk Decision: Final decision on risk acceptance (Accept/Mitigate Further/Reject/Consult). Review Date: Scheduled date for reassessment of the DPIA.,extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,Art.28,ISO27701:2019,item:Art.28:security,present,medium,Vendor Assessment: DPIAs consider third-party processing risks,extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,Art.30,ISO27701:2019,item:Art.30:proc_update_path,present,medium,Update status as processing evolves; Archive DPIA documentation,extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,Art.35,ISO27701:2019,item:Art.35:content_minimum,present,high,"Complete DPIA assessment covering: Project/Processing Title and Owner; Purpose of Processing and Legal Basis; Categories of Data Subjects and Personal Data Types; Data Flow Description (collection, st",extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.2.1,ISO27701:2019,item:A.7.2.1:rev_coverage_check,present,medium,Purpose of Processing: Detailed explanation of why the processing is needed and what objectives it serves.,extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.2.2,ISO27701:2019,item:A.7.2.2:rev_basis_currency,present,high,Legal Basis: Specific GDPR Article 6 legal basis for the processing activity.,extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.2.6,ISO27701:2019,item:A.7.2.6:rev_coverage_check,present,medium,"Legal protections (contracts, DPAs, consent mechanisms)",extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.4.7,ISO27701:2019,,present,medium,"Data Flow Description: Detailed description of how data moves through systems, including collection, storage, sharing, and retention.",extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.4.2,ISO27701:2019,,present,medium,"Technical safeguards (encryption, access controls, data minimization)",extracted,2026-08-18 14:03:05.227003+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.7.4.4,ISO27701:2019,,present,medium,"Technical safeguards (encryption, access controls, data minimization)",extracted,2026-08-18 14:03:05.227003+00
Processor Operations Procedures.docx,A.7.2.1,ISO27701:2019,item:A.7.2.1:scope_activities,present,high,Arion processes customer PII ONLY for purposes specified in the customer's DPA. Processing purposes are documented in the Processor Operations Log for each customer.,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.2.6,ISO27701:2019,item:A.7.2.6:scope_processor_test,present,high,"Applies to all services where Arion Networks acts as a processor or subprocessor of personal data on behalf of a client (controller). Includes consulting services, SaaS tools, custom deployments, subp",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.2.1,ISO27701:2019,item:B.8.2.1:scope_customer_list,present,high,Defines how Arion Networks assists customers (controllers) in fulfilling their GDPR obligations.,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.2.2,ISO27701:2019,item:B.8.2.2:scope_data_flows,present,high,Arion processes customer PII ONLY for purposes specified in the customer's DPA. Processing purposes are documented in the Processor Operations Log for each customer. Staff with access to customer data,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.2.6,ISO27701:2019,item:B.8.2.6:rev_completeness,present,high,"Maintain a log for each client engagement where Arion processes PII. Each log entry must include: Processing purpose, Data categories, Processing duration, Subprocessors used, Security measures applie",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.2.8,ISO27701:2019,item:A.7.2.8:proc_secure_maintenance,present,high,"Logs must be: Created during onboarding, Reviewed at least annually or upon significant change, Retained for 5 years after end of engagement",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.3.6,ISO27701:2019,item:A.7.3.6:scope_erasure_exceptions,present,high,"Customers can independently handle data subject requests using ArionComply: Search documents by name/email/ID, Export documents (original format), Edit documents to correct or anonymize PII, Delete do",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.4.2,ISO27701:2019,item:A.7.4.2:scope_internal_operations,present,high,"PII processed under a client contract (e.g., compliance documents uploaded to ArionComply) shall NOT be used for Arion Networks' own marketing or advertising purposes",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.4.5,ISO27701:2019,item:A.7.4.5:scope_backup_coverage,present,high,Deletion effective immediately; backups purged within 30 days.,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.4.7,ISO27701:2019,item:A.7.4.7:scope_default_period,present,high,"Logs must be: Created during onboarding, Reviewed at least annually or upon significant change, Retained for 5 years after end of engagement",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.5.3,ISO27701:2019,item:A.7.5.3:scope_retention_period,present,medium,All sub-processor notifications and customer responses are retained for 5 years and logged in the Third-Party Processor & Subprocessor Oversight Procedure (DOC058).,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.3.1,ISO27701:2019,item:B.8.3.1:scope_customer_engagements,present,high,Arion Networks provides customers with means to fulfill data subject requests.,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.5.6,ISO27701:2019,item:B.8.5.6:proc_nda_path,present,high,"All sub-processors used at the time of contract signing are listed in Section 8 of the Customer DPA (DOC065). By accepting the DPA, the customer acknowledges and approves the listed sub-processors.",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.4.3,ISO27701:2019,item:B.8.4.3:scope_internal_flows,present,high,"All return and transfer operations: Use encryption in transit (TLS 1.2+), Require written authorization from customer, Generate secure download links with password protection and expiration (7 days), ",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.5.1,ISO27701:2019,item:B.8.5.1:rev_notification_audit,present,high,Email notification sent to ALL active customers minimum 30 days before change. Customer objections tracked in Customer Jurisdiction Changes Log (Excel). DP&RM resolves objections or allows penalty-fre,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.2.3,ISO27701:2019,,present,high,"Arion Networks does not use personal data processed on behalf of clients for marketing, advertising, or any other purposes beyond the documented instructions provided by the client controller.",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.5.8,ISO27701:2019,,present,high,Email notification sent to ALL active customers minimum 30 days before change. Customers may object within 30 days to privacy@arionetworks.com. DP&RM resolves objections or allows penalty-free termina,extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.2.5,ISO27701:2019,,present,high,"Customers verify data subject identity, determine request validity, and communicate responses. Arion Networks provides technical means only.",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.3.8,ISO27701:2019,,present,medium,"On request, Arion Networks provides documentation of processing activities (data categories, purposes, retention, sub-processors, security, transfers) within 5 business days via privacy@arionetworks.c",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,A.7.3.9,ISO27701:2019,,present,high,"For complex requests, customers submit support ticket in ArionComply platform with: Data subject identifier, Request type, Specific requirements. Arion Networks provides search results, exports, or ex",extracted,2026-08-18 14:03:56.819623+00
Processor Operations Procedures.docx,B.8.5.7,ISO27701:2019,,present,high,When Arion Networks plans to engage a new sub-processor to process customer PII: DP&RM identifies the new sub-processor and confirms it requires disclosure. Email notification sent to ALL active Arion,extracted,2026-08-18 14:03:56.819623+00
