filename,control_ref,standard_id,checklist_item_id,status,confidence,excerpt,inference_source,extracted_at
Processor Operations Procedures.docx,A.7.4.7,ISO27701:2019,item:A.7.4.7:rev_deletion_audit,present,medium,"- Logging processing activities \(A\.8\.3\.1\)
- Secure return or deletion of personal data upon contract termination \(A\.8\.3\.2\)
- Assisting customers with their GDPR obligations \(B\.8\.2\.1\)",fingerprint_match,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,B.8.5.1,ISO27701:2019,,present,high,"When Arion Networks plans to change the jurisdictions where customer PII is processed or stored, we must inform customers in accordance with control B.8.5.1 and our Customer DPA terms.",extracted,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,B.8.5.6,ISO27701:2019,,present,high,"Arion Networks discloses all sub-processors used to process customer PII before their use commences, in accordance with ISO/IEC 27701:2019 control B.8.5.6 and the Customer DPA (DOC065).",extracted,2026-08-19 10:07:16.16789+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:reg_controls_applied,present,medium,"- Consent is the legal basis for processing
- Individuals have the right to opt out of data use \(e\.g\., for marketing, analytics, or third\-party sharing\)
- Regulatory or contractual obligations re",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27701:2019,item:A.5.34:reg_lawful_basis,present,high,Consent is the legal basis for processing,extracted,2026-08-19 10:04:59.449562+00
Processor Operations Procedures.docx,B.8.5.8,ISO27701:2019,,present,high,"When Arion Networks plans to add or replace a sub-processor who processes customer PII, we must inform customers in accordance with control B.8.5.8 and Customer DPA Section 8.",extracted,2026-08-19 10:07:16.16789+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:reg_owner_per_activity,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:reg_purposes,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:reg_retention,present,medium,- __Newsletter or marketing communications \(if offered in the future\):__ Require consent prior to sending \(Art\.,fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:applicable_laws,present,medium,"- GDPR Article 6\(1\)\(a\), Article 7
- ISO/IEC 27701:2019 control A\.7\.5\.5
- CCPA/CPRA consumer opt\-out rights",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:data_subject_rights,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:lawful_basis,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:retention_minimisation,present,medium,"This procedure is aligned with the Privacy Policy \(last updated 29 August 2025\) and the Cookie Policy \(last updated 29 August 2025\), which define when consent is required for website and service\-",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:scope_privacy_laws,present,medium,"- GDPR Article 6\(1\)\(a\), Article 7
- ISO/IEC 27701:2019 control A\.7\.5\.5
- CCPA/CPRA consumer opt\-out rights",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:scope_consent_activities,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:scope_special_category_map,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:reg_effective_date,present,medium,"This procedure is aligned with the Privacy Policy \(last updated 29 August 2025\) and the Cookie Policy \(last updated 29 August 2025\), which define when consent is required for website and service\-",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:proc_collection_mechanism,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:proc_quality_standard,present,medium,"- Freely given: Not tied to unrelated services or terms
- Specific: Clearly identifies the purpose\(s\) of data processing
- Informed: Communicates who is processing the data and for what reason
- Una",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:proc_special_category_overlay,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:proc_when_consent_required,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:scope_consent_activities,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:scope_exclusions,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:scope_retention,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:proc_demonstration_pathway,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:proc_pre_consent_information,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:proc_record_fields,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:proc_specific_test,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:proc_unambiguous_test,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:reg_timestamp,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.3.4,ISO27701:2019,item:A.7.3.4:scope_consent_activities,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.3.4,ISO27701:2019,item:A.7.3.4:proc_easy_as_giving,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.3.4,ISO27701:2019,item:A.7.3.4:proc_pre_withdrawal_valid,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.20,GDPR:2016/679,item:Art.20:scope_in_scope_activities,present,medium,"- GDPR Article 6\(1\)\(a\), Article 7
- ISO/IEC 27701:2019 control A\.7\.5\.5
- CCPA/CPRA consumer opt\-out rights",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.20,GDPR:2016/679,item:Art.20:applicability_check,present,medium,"- GDPR Article 6\(1\)\(a\), Article 7
- ISO/IEC 27701:2019 control A\.7\.5\.5
- CCPA/CPRA consumer opt\-out rights",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.28,GDPR:2016/679,item:Art.28:audit,present,medium,"- GDPR Article 6\(1\)\(a\), Article 7
- ISO/IEC 27701:2019 control A\.7\.5\.5
- CCPA/CPRA consumer opt\-out rights",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.28,GDPR:2016/679,item:Art.28:rights,present,medium,"- GDPR Article 6\(1\)\(a\), Article 7
- ISO/IEC 27701:2019 control A\.7\.5\.5
- CCPA/CPRA consumer opt\-out rights",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.6,GDPR:2016/679,item:Art.6:activities_enumerated,present,medium,This procedure applies to all processing activities by Arion Networks where consent is used as the legal basis under GDPR Article 6\(1\)\(a\)\.,fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.6,GDPR:2016/679,item:Art.6:basis_per_activity,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.6,GDPR:2016/679,item:Art.6:owner,present,medium,This procedure applies to all processing activities by Arion Networks where consent is used as the legal basis under GDPR Article 6\(1\)\(a\)\.,fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:scope_consent_activities,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:scope_overlap_rules,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:capture_mechanism,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:demonstrability,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:distinguishable,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,ISO27701:2019,item:Art.7:no_conditionality,present,high,Freely given: Not tied to unrelated services or terms,extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:owner,present,medium,This procedure outlines how Arion Networks s\.r\.o\.,fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:withdrawal_mechanism,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:rev_mechanism_audit,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:rev_register_currency,present,medium,"This procedure is aligned with the Privacy Policy \(last updated 29 August 2025\) and the Cookie Policy \(last updated 29 August 2025\), which define when consent is required for website and service\-",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.7,GDPR:2016/679,item:Art.7:reg_scope,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,Art.9,GDPR:2016/679,item:Art.9:proc_explicit_consent,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,B.8.2.3,ISO27701:2019,item:B.8.2.3:proc_consent_evidence_requirement,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,B.8.2.3,ISO27701:2019,item:B.8.2.3:proc_customer_marketing_permit,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,B.8.2.3,ISO27701:2019,item:B.8.2.3:proc_default_prohibition,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,B.8.2.3,ISO27701:2019,item:B.8.2.3:proc_freely_given_alignment,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:reg_transfers,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:reg_data_subjects,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.5.34,ISO27001:2022,item:A.5.34:scope_data_subjects,present,medium,"obtains, records, and manages consent for the processing of personal data, including mechanisms for withdrawal, in alignment with:",fingerprint_match,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.2,ISO27701:2019,item:A.7.2.2:rev_special_category_audit,present,high,"Other voluntary activities (e.g., surveys, beta testing, recordings, special category data): Consent required (Art. 6(1)(a) or Art. 9(2)(a) GDPR for special categories)",extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:rev_completeness_audit,present,high,"Consent records are maintained in Odoo Contacts within the Consent Register tab created for each contact. The system provides a structured way to log, update, and export consent information.",extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.3.4,ISO27701:2019,item:A.7.3.4:rev_channel_test,present,high,"Consent withdrawal may be exercised via the following channels: ""Unsubscribe"" link in newsletters (if offered) - Cookie banner / preference centre (if non-essential cookies are reintroduced) - Direct ",extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,B.8.2.3,ISO27701:2019,item:B.8.2.3:rev_conditionality_check,present,high,Newsletter or marketing communications (if offered in the future): Require consent prior to sending (Art. 6(1)(a) GDPR).,extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.4.7,ISO27701:2019,,present,high,"Consent records are retained for a minimum of 5 years, or longer if required by applicable regulations, and are securely deleted once retention expires.",extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.8,ISO27701:2019,,present,high,Each consent record must also include the version of the consent text and policy presented to the data subject at the time consent was obtained.,extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.2.1,ISO27701:2019,,present,high,Specific: Clearly identifies the purpose(s) of data processing,extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.3.7,ISO27701:2019,,present,medium,"Update marketing lists, analytics tags, or third-party integrations accordingly",extracted,2026-08-19 10:04:59.449562+00
Consent Management Procedure.docx,A.7.4.8,ISO27701:2019,,present,high,"Consent records are retained for a minimum of 5 years, or longer if required by applicable regulations, and are securely deleted once retention expires.",extracted,2026-08-19 10:04:59.449562+00
Processor Operations Procedures.docx,A.7.4.7,ISO27701:2019,item:A.7.4.7:reg_retention_period,present,medium,"- Provide: Processing details \(data categories, retention, security measures, subprocessors\)
- Timeline: Within 10 business days
- Format: Information from customer's RoPA entry \+ relevant DPA anne",fingerprint_match,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,A.7.5.3,ISO27701:2019,item:A.7.5.3:scope_retention_period,present,medium,"Return , Transfer or Deletion of PII \(A\.8\.3\.2 / B\.8\.4\.2\)",fingerprint_match,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,A.7.5.3,ISO27701:2019,item:A.7.5.3:proc_retention_policy,present,medium,"Return , Transfer or Deletion of PII \(A\.8\.3\.2 / B\.8\.4\.2\)",fingerprint_match,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,A.7.5.3,ISO27701:2019,item:A.7.5.3:proc_rights_transfer,present,medium,"Return , Transfer or Deletion of PII \(A\.8\.3\.2 / B\.8\.4\.2\)",fingerprint_match,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,B.8.2.1,ISO27701:2019,item:B.8.2.1:scope_customer_list,present,high,Defines how Arion Networks assists customers (controllers) in fulfilling their GDPR obligations.,extracted,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,B.8.2.1,ISO27701:2019,item:B.8.2.1:scope_pii_processor_test,present,medium,"This procedure defines Arion Networks' operational responsibilities when acting as a data processor, including:",fingerprint_match,2026-08-19 10:07:16.16789+00
Consent Management Procedure.docx,A.7.2.1,ISO27701:2019,item:A.7.2.1:proc_change_control,present,medium,[Bridge: 27701 A.7.2.1 identify and document purpose of PII processing implements 27001 A.5.34 privacy protection through purpose specification — the foundational scoping decision.] - Consent is the l,xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.2.2,ISO27701:2019,item:A.7.2.2:proc_basis_catalog,present,medium,"[Bridge: 27701 A.7.2.2 identifying lawful basis implements 27001 A.5.34 by grounding processing legitimacy in law.] - Consent is the legal basis for processing
- Individuals have the right to opt out ",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.2.3,ISO27701:2019,item:A.7.2.3:proc_children_overlay,present,medium,"[Bridge: 27701 A.7.2.3 determining when consent is required is a scoping decision that implements 27001 A.5.34 privacy protection.] - Consent is the legal basis for processing
- Individuals have the r",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.2.4,ISO27701:2019,item:A.7.2.4:proc_demonstration_pathway,present,medium,"[Bridge: 27701 A.7.2.4 obtaining + recording consent operationalises 27001 A.5.34 through evidence of lawful basis.] - Consent is the legal basis for processing
- Individuals have the right to opt out",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.2.5,ISO27701:2019,item:A.7.2.5:proc_29134_alignment,present,medium,"[Bridge: 27701 A.7.2.5 privacy impact assessment operationalises 27001 A.5.34 by identifying + treating PII-specific risks.] - Consent is the legal basis for processing
- Individuals have the right to",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.2.7,ISO27701:2019,item:A.7.2.7:proc_arrangement_form,present,medium,"[Bridge: Joint controllership is a PII-specific arrangement type under 27001 A.5.34 privacy protection.] - Consent is the legal basis for processing
- Individuals have the right to opt out of data use",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.1,ISO27701:2019,item:A.7.3.1:proc_accessibility,present,medium,"[Bridge: 27701 A.7.3.1 determining + fulfilling PII principal obligations operationalises 27001 A.5.34 privacy protection.] - Consent is the legal basis for processing
- Individuals have the right to ",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.2,ISO27701:2019,item:A.7.3.2:proc_field_catalog,present,medium,"[Bridge: 27701 A.7.3.2 determining information for PII principals scopes the transparency artefacts required by 27001 A.5.34.] - Consent is the legal basis for processing
- Individuals have the right ",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.3,ISO27701:2019,item:A.7.3.3:proc_at_collection,present,medium,"[Bridge: 27701 A.7.3.3 providing information to PII principals delivers the transparency artefacts required by 27001 A.5.34.] - Consent is the legal basis for processing
- Individuals have the right t",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.4,ISO27701:2019,item:A.7.3.4:proc_channel_parity,present,medium,"[Bridge: 27701 A.7.3.4 providing consent modification / withdrawal mechanisms operationalises 27001 A.5.34 respect for principal choice.] - Consent is the legal basis for processing
- Individuals have",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.5,ISO27701:2019,item:A.7.3.5:proc_absolute_objection,present,medium,"[Bridge: 27701 A.7.3.5 objection-to-processing mechanism operationalises 27001 A.5.34 respect for principal choice.] - Consent is the legal basis for processing
- Individuals have the right to opt out",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.7,ISO27701:2019,item:A.7.3.7:proc_ack_receipt,present,medium,"[Bridge: 27701 A.7.3.7 informing third parties of principal-initiated changes propagates 27001 A.5.34 protection downstream.] - Consent is the legal basis for processing
- Individuals have the right t",xfw_bridge,2026-08-19 10:04:59.925185+00
Data Protection Impact Assessment (DPIA) Procedure.docx,A.5.9,ISO27001:2022,item:A.5.9:proc_ownership,present,medium,"[Bridge: 27701 A.7.2.8 RoPA is a records-program artefact analogous to 27001 A.5.9 asset register — same records-program spine, differs by scope (PII processing activities vs information/associated as",xfw_bridge,2026-08-19 10:05:44.061234+00
Processor Operations Procedures.docx,B.8.2.1,ISO27701:2019,item:B.8.2.1:proc_assistance_scope,present,medium,"- Logging processing activities \(A\.8\.3\.1\)
- Secure return or deletion of personal data upon contract termination \(A\.8\.3\.2\)
- Assisting customers with their GDPR obligations \(B\.8\.2\.1\)",fingerprint_match,2026-08-19 10:07:16.16789+00
Processor Operations Procedures.docx,B.8.2.1,ISO27701:2019,item:B.8.2.1:proc_customer_dpia_support,present,medium,"- Logging processing activities \(A\.8\.3\.1\)
- Secure return or deletion of personal data upon contract termination \(A\.8\.3\.2\)
- Assisting customers with their GDPR obligations \(B\.8\.2\.1\)",fingerprint_match,2026-08-19 10:07:16.16789+00
Consent Management Procedure.docx,A.7.3.8,ISO27701:2019,item:A.7.3.8:proc_deleted_notification,present,medium,"[Bridge: 27701 A.7.3.8 providing PII copies to principals operationalises 27001 A.5.34 access-to-own-data protection.] - Consent is the legal basis for processing
- Individuals have the right to opt o",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.9,ISO27701:2019,item:A.7.3.9:proc_complaint_route,present,medium,"[Bridge: 27701 A.7.3.9 handling PII principal requests is the operational surface of 27001 A.5.34 privacy protection.] - Consent is the legal basis for processing
- Individuals have the right to opt o",xfw_bridge,2026-08-19 10:04:59.925185+00
Consent Management Procedure.docx,A.7.3.10,ISO27701:2019,item:A.7.3.10:proc_cross_link_art22,present,medium,"[Bridge: 27701 A.7.3.10 automated decision-making controls are a PII-specific application of 27001 A.5.34 protection.] - Consent is the legal basis for processing
- Individuals have the right to opt o",xfw_bridge,2026-08-19 10:04:59.925185+00
